timestamp_utc,status,gpu_id,num_envs,num_blocks,sapg_block_size,seed,smoke_test,mode,checkpoint,started_at_utc,ended_at_utc,elapsed_sec,exit_code,peak_vram_mib,avg_gpu_util_percent,peak_gpu_util_percent,training_fps,final_reward,final_loss,log_path,command,notes
2026-05-19T00:30:39Z,dry_run,0,12288,6,2048,42,True,scratch,,,,0,0,,,,,,,,"CUDA_VISIBLE_DEVICES=0 /pub3/neel/pyenv/bin/python -m isaacgymenvs.train ++task.env.useSparseReward=False headless=True task.env.numEnvs=12288 train.params.config.minibatch_size=98304 multi_gpu=False train.params.config.good_reset_boundary=0 task.env.goodResetBoundary=0 train.params.config.use_others_experience=lf train.params.config.off_policy_ratio=1.0 train.params.config.expl_type=mixed_expl_learn_param train.params.config.expl_reward_type=entropy train.params.config.expl_coef_block_size=2048 train.params.config.expl_reward_coef_scale=0.005 train.params.network.space.continuous.fixed_sigma=coef_cond wandb_activate=False experiment=profile_envs_12288_gpu0 hydra.run.dir=./train_dir/profile/envs_12288_gpu0 task=SimToolRealLSTMAsymmetric 'task.env.objectScaleNoiseMultiplierRange=[0.9,1.1]' task.env.forceConsecutiveNearGoalSteps=True task.env.forceScale=20 task.env.torqueScale=2.0 task.env.objectAngVelPenaltyScale=0.0 train.params.config.max_epochs=3 train.params.config.save_frequency=0 seed=42",Command was not executed.
